date,title,comments,release_year
2020-04-03,Os Smurfs e a Vila Perdida,(inédito em TV aberta),
2020-04-06,A Hora do Rush 3,(inédito na Globo; ex-SBT),
2020-04-07,Coincidências do Amor,,
2020-04-08,Alvin e os Esquilos 3,,
2020-04-09,O Shaolin do Sertão,,
2020-04-10,Stardust: O Mistério da Estrela,,
2020-04-13,Como se Fosse a Primeira Vez,,
2020-04-14,Um Tira no Jardim de Infância 2,(inédito em TV aberta),
2020-04-15,Casamento Grego 2,,
2020-04-16,O Bicho Vai Pegar 4,(inédito em TV aberta),
2020-04-17,Tudo Por um Popstar,(inédito em TV aberta),
2020-04-20,Homem-Aranha,(somente para o ES / filme mais curto para ajuste de grade - Transmissão da Missa da Penha),2002
2020-04-21,O Aprendiz de Feiticeiro,,
2020-04-22,Ramona e Beezus,,
2020-04-23,Um Tio Quase Perfeito,,
2020-04-24,Enrolados,,
2020-04-27,Tô Ryca,,
2020-04-28,As Férias do Pequeno Nicolau,,
2020-04-29,Príncipe da Pérsia: As Areias do Tempo,,
2020-04-30,O Bom Filho à Casa Torna,,
2020-05-01,Rio,,
2020-05-04,Percy Jackson e o Ladrão de Raios,,
2020-05-05,Surpresa em Dobro,,
2020-05-06,17 Outra Vez,,
2020-05-07,Tá Chovendo Hambúrguer 2,,
2020-05-08,O Maior Amor do Mundo,,
2020-05-11,Cada Um Tem a Gêmea Que Merece,,
2020-05-12,Mara e o Senhor do Fogo,,
2020-05-13,Vovó...Zona,,
2020-05-14,Epa! Cadê o Noé?,,
2020-05-15,Sexta-Feira Muito Louca,,
2020-05-18,Segurança de Shopping 2,,
2020-05-19,Operação Presente,,
2020-05-20,Uma Boa Ação,,
2020-05-21,"Dois é Bom, Três é Demais",,
2020-05-22,Billy Stone e o Medalhão Mágico,,
2020-05-25,X-Men: Primeira Classe,,
2020-05-26,Mansão Mal-Assombrada,(reclassificado para 12 anos),
2020-05-27,Operação Babá,,
2020-05-28,A Princesa e o Sapo,,
2020-05-29,Gente Grande 2,,
2020-06-01,Encantada,,
2020-06-02,Ensinando a Viver,,
2020-06-03,Lara Croft: Tomb Raider,,
2020-06-04,Os Saltimbancos Trapalhões: Rumo a Hollywood,,
2020-06-05,Agente 86,,
2020-06-08,Compramos um Zoológico,,
2020-06-09,Treinando o Papai,,
2020-06-10,Quando em Roma,,
2020-06-11,Descendentes,,
2020-06-12,Idas e Vindas do Amor,(inédito na Globo; ex-SBT),
2020-06-15,Alice no País das Maravilhas,,2010
2020-06-16,Em Busca do Baile,,
2020-06-17,Você de Novo,,
2020-06-18,Um Presente Especial,,
2020-06-19,Eu Sou o Número Quatro,,
2020-06-22,O Diário da Princesa 2,,
2020-06-23,Monstros vs. Alienígenas,,
2020-06-24,O Menino da Porteira,(exceto para as afiliadas da Globo Nordeste - Melhores Momentos do Festival de Quadrilhas Juninas),
2020-06-25,Mamãe: Operação Balada,,
2020-06-26,Piratas do Caribe: Navegando em Águas Misteriosas,,
2020-06-29,Cegonhas: A História Que Não Te Contaram,,
2020-06-30,Resgate de uma Vida,,
2020-07-01,Professor Peso Pesado,,
2020-07-02,Programa de Proteção para Princesas,,
2020-07-03,Roubo nas Alturas,,
2020-07-06,O Que Esperar Quando Você Está Esperando,,
2020-07-07,Vitórias de uma Vida,,
2020-07-08,Nanny McPhee e as Lições Mágicas,,
2020-07-09,Táxi,,2004
2020-07-10,A Montanha Enfeitiçada,,2009
2020-07-13,Jogo de Amor em Las Vegas,,
2020-07-14,O Grande Milagre,,
2020-07-15,Tio Papi,(reclassificado para Livre),
2020-07-16,Incontrolável,,
2020-07-17,Férias da Família Johnson,,
2020-07-20,Toy Story 2,,
2020-07-21,As Férias da Minha Vida,(reclassificado para 12 anos),
2020-07-22,Click,,
2020-07-23,A 100 Passos de um Sonho,,
2020-07-24,A Bússola de Ouro,,
2020-07-27,A Proposta,,2009
2020-07-28,Onde Nasce a Esperança,,
2020-07-29,As Viagens de Gulliver,(exceto para o RS - Vale a Pena Ver de Novo e transmissão do Campeonato Gaúcho: Novo Hamburgo x Grêmio),
2020-07-30,A Sogra,,
2020-07-31,Fora do Rumo,,
2020-08-03,Um Bom Partido,,
2020-08-04,Acampamento do Papai,,
2020-08-05,A Feiticeira,,2005
2020-08-06,O Melhor Amigo da Noiva,,
2020-08-07,À Procura da Felicidade,,
2020-08-10,Quatro Vidas de um Cachorro,,
2020-08-11,Monstros S.A.,,
2020-08-12,Juntos Pelo Acaso,,
2020-08-13,Meu Namorado é o Bicho,,
2020-08-14,O Último Mestre do Ar,,
2020-08-17,De Repente 30,,
2020-08-18,Intocáveis,,
2020-08-19,As Branquelas,,
2020-08-20,Shrek Terceiro,,
2020-08-21,Piratas do Caribe: O Baú da Morte,(reclassificado para 12 anos),
2020-08-24,"Alexandre e o Dia Terrível, Horrível, Espantoso e Horroroso",,
2020-08-25,A Última Música,,
2020-08-26,Um Senhor Estagiário,,
2020-08-27,Encontro de Amor,,
2020-08-28,O Medalhão,,
2020-08-31,Encontro de Casais,,
2020-09-01,Uma Irmã na Minha Vida,,
2020-09-02,Uma Manhã Gloriosa,,
2020-09-03,Soul Surfer: Coragem de Viver,,
2020-09-04,Linda de Morrer,,
2020-09-07,Quarteto Fantástico,(reclassificado para 12 anos),2005
2020-09-08,Vovó...Zona 2,,
2020-09-09,Cartas Para Julieta,,
2020-09-10,Paixão de Aluguel,,
2020-09-11,Viagem ao Centro da Terra: O Filme,,
2020-09-14,O Dilema,(inédito na Globo; ex-RecordTV),
2020-09-15,A Grande Vitória,,
2020-09-16,Três Vezes Amor,,
2020-09-17,Um Amor de Vizinha,,
2020-09-18,A Lenda do Tesouro Perdido: Livro dos Segredos,,
2020-09-21,Armações do Amor,,
2020-09-22,De Repente Grávida,,
2020-09-23,Cavalo de Guerra,,
2020-09-24,"Querida, Encolhi as Crianças",,
2020-09-25,O Aprendiz de Feiticeiro,,
2020-09-28,Crô em Família,(inédito em TV aberta),
2020-09-29,"Meu Pai, Meu Herói",,
2020-09-30,Hitch: Conselheiro Amoroso,,
2020-10-01,Um Amor Verdadeiro,,2014
2020-10-02,A Hora do Rush 3,,
2020-10-05,As Loucuras de Dick e Jane,,2005
2020-10-06,À Prova de Fogo,,
2020-10-07,Miss Simpatia 2: Armada e Poderosa,,
2020-10-08,Como Perder um Homem em 10 Dias,,
2020-10-09,Sai de Baixo: O Filme,,
2020-10-12,Toy Story 3,,
2020-10-13,Fazenda dos Cisnes,,
2020-10-14,Segurança de Shopping,,
2020-10-15,A Corrente do Bem,(inédito na Globo; ex-SBT),
2020-10-16,Gigantes de Aço,,
2020-10-19,Casa Comigo?,,
2020-10-20,Um Homem de Família,,2017
2020-10-21,Uma Mãe Para o Meu Bebê,,
2020-10-22,Um Namorado Para Minha Mulher,,
2020-10-23,"Loucas Por Amor, Viciadas em Dinheiro",,
2020-10-26,Qualquer Gato Vira-Lata 2,,
2020-10-27,Ela é a Poderosa,,
2020-10-28,17 Outra Vez,,
2020-10-29,Como Não Esquecer Essa Garota,(reclassificado para Livre),
2020-10-30,O Terno de 2 Bilhões de Dólares,,
2020-11-02,Tá Chovendo Hamburguer,,
2020-11-03,Diário de um Banana 3: Dias de Cão,,
2020-11-04,Vai Que Cola: O Filme,,
2020-11-05,Escrito nas Estrelas,,2001
2020-11-06,Bilhete de Loteria,(inédito na Globo; ex-SBT),
2020-11-09,Coincidências do Amor,(reclassificado para 12 anos),
2020-11-10,Um Dia,(inédito na Globo; ex-RecordTV),
2020-11-11,Duas de Mim,,
2020-11-12,Tudo é Possível,,
2020-11-13,X-Men: Primeira Classe,,
2020-11-16,O Bom Filho à Casa Torna,,
2020-11-17,Insubstituível,,
2020-11-18,Um Amor de Tesouro,(inédito na Globo; ex-SBT),
2020-11-19,Vovó...Zona,(reclassificado para 12 anos),
2020-11-20,Uma Boa Ação,,
2020-11-23,Como Se Fosse a Primeira Vez,,
2020-11-24,2 Filhos de Francisco,"(especial - em homenagem a Seu Francisco, pai de Zezé Di Camargo &amp; Luciano)",
2020-11-25,Pulando a Vassoura,,
2020-11-26,Um Tio Quase Perfeito,,
2020-11-27,Agente 86,,
2020-11-30,O Céu é de Verdade,,
2020-12-01,Quando em Roma,,
2020-12-02,Te Amarei Para Sempre,,
2020-12-03,O Que de Verdade Importa,,
2020-12-04,Príncipe da Pérsia: As Areias do Tempo,(reclassificado para 12 anos),
2020-12-07,Tô Ryca,,
2020-12-08,Você de Novo,,
2020-12-09,Somos Todos Iguais,,
2020-12-10,Ensinando a Viver,,
2020-12-11,A Lenda do Tesouro Perdido,,
2020-12-14,Os Smurfs e a Vila Perdida,,
2020-12-15,A Hora do Rush 2,(inédito na Globo; ex-SBT / reclassificado para 12 anos),
2020-12-16,Meninas Malvadas,,
2020-12-17,O Amor Não Tira Férias,,
2020-12-18,Um Presente Especial,,
2020-12-21,Annie,(inédito em TV aberta),2014
2020-12-22,Surpresas do Amor,(inédito na Globo; ex-SBT),
2020-12-23,Maldito Feliz Natal,(inédito em TV aberta),
2020-12-24,O Grinch,"(retorno à Globo, ex-SBT)",2000
2020-12-25,PéPequeno,(inédito em TV aberta),
2020-12-28,Alice no País das Maravilhas,,2010
2020-12-29,MIB: Homens de Preto 3,,
2020-12-30,As Mil Palavras,,
2020-12-31,Como Treinar o seu Dragão,,
2019-01-02,Valente,,2012
2019-01-03,Madagascar,,
2019-01-04,Megamente,,
2019-01-07,Monstros S.A.,,
2019-01-08,Bolt: Supercão,,
2019-01-09,Até Que a Sorte Nos Separe 2,(primeiro filme da sessão temática de férias com o selo +12),
2019-01-10,Turbo,,
2019-01-11,Festa no Céu,(inédito em TV aberta / após o último Vídeo Show),
2019-01-14,A Culpa é das Estrelas,"(em novo horário, após o Jornal Hoje)",
2019-01-15,Miss Simpatia 2: Armada e Poderosa,,
2019-01-16,Meu Passado Me Condena 2,,
2019-01-17,Stardust: O Mistério da Estrela,,
2019-01-18,Gigantes de Aço,,
2019-01-21,Intocáveis,(primeiro filme da sessão temática de férias com o selo +14),
2019-01-22,2 Filhos de Francisco,,
2019-01-23,O Noivo da Minha Melhor Amiga,,
2019-01-24,O Céu é de Verdade,,
2019-01-25,Cada Um Tem a Gêmea Que Merece,,
2019-01-28,Karatê Kid,,2010
2019-01-29,Agente 86,(inédito na Globo; ex-SBT),
2019-01-30,As Férias da Minha Vida,,
2019-01-31,Licença Para Casar,,
2019-02-01,Universidade Monstros,(término da temporada na Sessão da Tarde de Férias),
2019-02-04,Soul Surfer: Coragem de Viver,(somente para as afiliadas da Globo),
2019-02-05,A Proposta,(somente para as afiliadas da Globo),2009
2019-02-06,Te Amarei Para Sempre,(inédito na Globo; ex-SBT),
2019-02-07,Um Presente Para Toda Vida,(somente para as afiliadas da Globo),
2019-02-08,A Feiticeira,(somente para as afiliadas da Globo / inédito na Globo; ex-RecordTV),2005
2019-02-11,Um Momento Pode Mudar Tudo,(somente para as afiliadas da Globo),
2019-02-12,E Se Fosse Verdade,(somente para as afiliadas da Globo),
2019-02-13,Como Perder Um Homem em 10 Dias,(somente para as afiliadas da Globo),
2019-02-14,Lutando Pela Vida,(inédito em TV aberta),
2019-02-15,"Loucas Por Amor, Viciadas em Dinheiro",(somente para as afiliadas da Globo),
2019-02-18,Simplesmente Complicado,(inédito na Globo; ex-RecordTV),
2019-02-19,Cartas Para Deus,(somente para as afiliadas da Globo),
2019-02-20,Uma Manhã Gloriosa,(reclassificado para 12 anos),
2019-02-21,A Grande Vitória,(somente para as afiliadas da Globo),
2019-02-22,Esposa de Mentirinha,(somente para as afiliadas da Globo),
2019-02-25,Os Homens São de Marte...E é Pra Lá Que Eu Vou,(somente para as afiliadas da Globo),
2019-02-26,Noites de Tormenta,(somente para as afiliadas da Globo),
2019-02-27,Em Meus Sonhos,(somente para as afiliadas da Globo),
2019-02-28,Um Presente Para Helen,(somente para as afiliadas da Globo),
2019-03-01,"Meu Nome é Taylor, Drillbit Taylor",(somente para as afiliadas da Globo),
2019-03-04,Shrek Para Sempre,,
2019-03-05,O Aprendiz de Feiticeiro,(exceto para SP - Carnaval Globeleza: Apuração SP),
2019-03-06,X-Men 2,(reclassificado para 12 anos),
2019-03-07,Bater ou Correr,(reclassificado para 12 anos),
2019-03-08,Alice no País das Maravilhas,,2010
2019-03-11,O Impossível,"(apenas para a Globo São Paulo - Em função das fortes chuvas na cidade, substituição do filme de última hora pela coincidência de temas)",
2019-03-12,Armações do Amor,(inédito em TV aberta / somente para SP),
2019-03-14,Sully: O Herói do Rio Hudson,(inédito em TV aberta),
2019-03-15,A Sogra,,
2019-03-18,Um Senhor Estagiário,(inédito em TV aberta),
2019-03-19,Cavalo de Guerra,(reclassificado para 12 anos),
2019-03-20,Pulando a Vassoura,(inédito na Globo; ex-SBT),
2019-03-21,Philomena,(inédito em TV aberta),
2019-03-22,Par Perfeito,,
2019-03-25,Casamento Grego 2,(inédito em TV aberta),
2019-03-26,Uma Boa Ação,,
2019-03-27,Plano B,,2010
2019-03-28,Querido Companheiro,,
2019-03-29,Treinando o Papai,,
2019-04-01,Qualquer Gato Vira-Lata 2,,
2019-04-02,Força de Viver,,
2019-04-03,Voando Para o Amor,(reclassificado para 12 anos),
2019-04-04,Querido John,(reclassificado para 12 anos),
2019-04-05,Táxi,(somente para as afiliadas da Globo),2004
2019-04-08,O Que Esperar Quando Você Está Esperando,(inédito na Globo; ex-RecordTV),
2019-04-09,Salvem Minha Filha!,(exceto para o RJ - RJ2 Especial: Chuvas no Rio de Janeiro),
2019-04-10,O Amor é Cego,(somente para as afiliadas da Globo),
2019-04-11,O Diário da Princesa 2,,
2019-04-12,Segurança de Shopping 2,,
2019-04-15,Que Horas Ela Volta?,,
2019-04-16,Cartas para Julieta,,
2019-04-17,The Good Doctor: O Bom Doutor,"(exibição dos dois primeiros episódios da série disponível no Globoplay, reeditada em formato de telefilme)",
2019-04-18,Um Tio Quase Perfeito,(inédito em TV aberta),
2019-04-19,O Último Mestre do Ar,,
2019-04-22,O Grande Milagre,(inédito na Globo; ex-RecordTV),
2019-04-23,O Terno de 2 Bilhões de Dólares,,
2019-04-24,Jogada Certa,,
2019-04-25,Quase Casadas,(somente para as afiliadas da Globo),
2019-04-26,Click,,
2019-04-29,Um Homem de Família,,2017
2019-04-30,Encontro de Amor,,
2019-05-01,Os Croods,,
2019-05-02,"Meu Pai, Meu Herói",,
2019-05-03,As Mil Palavras,(reclassificado para 12 anos),
2019-05-06,O Maior Amor do Mundo,,
2019-05-07,Uma Prova de Amor,,
2019-05-08,Mamãe: Operação Balada,,
2019-05-09,Um Presente Especial,,
2019-05-10,Sexta-Feira Muito Louca,,
2019-05-13,Compramos um Zoológico,,
2019-05-14,Flores de Aço,(somente para as afiliadas da Globo),2012
2019-05-15,Incontrolável,,
2019-05-16,Resgate de uma Vida,,
2019-05-17,As Viagens de Gulliver,,
2019-05-20,Um Amor de Vizinha,(inédito em TV aberta),
2019-05-21,Um Jardim Especial,,
2019-05-22,Antes de Partir,(somente para as afiliadas da Globo),
2019-05-23,Um Amor à Altura,,
2019-05-24,Tio Papi,,
2019-05-27,O Amor Não Tira Férias,(exibição interrompida pela cobertura da morte do cantor Gabriel Diniz),
2019-05-28,O Amor Não Tira Férias,(reprogramado para o dia seguinte),
2019-05-29,O Sentido do Amor,(somente para as afiliadas da Globo),
2019-05-30,Roubo nas Alturas,,
2019-05-31,Vitórias de uma Vida,,
2019-06-03,Um Bom Partido,,
2019-06-04,Palavras do Coração,(somente para as afiliadas da Globo),
2019-06-05,De Onde Eu Te Vejo,,
2019-06-06,Surpresa em Dobro,,
2019-06-07,Quando em Roma,(reclassificado para 12 anos),
2019-06-10,Meu Passado Me Condena: O Filme,,
2019-06-11,Um Amor Inesperado,(inédito em TV aberta),2015
2019-06-12,Um Cachorro Para Dois,,
2019-06-13,Você Outra Vez,,
2019-06-14,Um Namorado Para Minha Mulher,,
2019-06-17,A Teoria de Tudo,,
2019-06-18,Professor Peso Pesado,,
2019-06-19,Tudo é Possível,,
2019-06-20,Shrek Terceiro,,
2019-06-21,Eu Sou o Número Quatro,,
2019-06-24,Encontro de Casais,(inédito na Globo; ex-RecordTV),
2019-06-25,Paixão de Aluguel,,
2019-06-26,De Repente Grávida,,
2019-06-27,Duas de Mim,,
2019-06-28,As Loucuras de Dick e Jane,(reclassificado para 12 anos),2005
2019-07-01,Casa Comigo?,(inédito na Globo; ex-RecordTV),
2019-07-02,Onde Nasce a Esperança,(inédito em TV aberta),
2019-07-03,A Conselheira Amorosa,(somente para as afiliadas da Globo),
2019-07-04,Um Grande Garoto,,
2019-07-05,O Bom Filho à Casa Torna,(inédito na Globo; ex-RecordTV),
2019-07-08,Miss Simpatia 2: Armada e Poderosa,,
2019-07-09,Homem-Aranha 2,,
2019-07-10,Lara Croft: Tomb Raider - A Origem da Vida,,
2019-07-11,Os Caras de Pau em O Misterioso Roubo do Anel,,
2019-07-12,Como se Fosse a Primeira Vez,,
2019-07-15,As Branquelas,,
2019-07-16,De Repente 30,,
2019-07-17,Stardust: O Mistério da Estrela,,
2019-07-18,Meu Passado Me Condena 2,,
2019-07-19,Os Smurfs 2,,
2019-07-22,Cada Um Tem a Gêmea Que Merece,,
2019-07-23,A Lenda do Tesouro Perdido,,
2019-07-24,Ela é a Poderosa,,
2019-07-25,Madagascar 2,,
2019-07-26,Férias da Família Johnson,,
2019-07-29,A Proposta,,2009
2019-07-30,Um Amor Verdadeiro,(reclassificado para Livre),2014
2019-07-31,Uma Mãe Para o Meu Bebê,(inédito na Globo; ex-RecordTV),
2019-08-05,Três Vezes Amor,(inédito na Globo; ex-RecordTV),
2019-08-06,O Céu é de Verdade,,
2019-08-07,Imagine Só,,
2019-08-08,Ensinando a Viver,,
2019-08-09,Gigantes de Aço,,
2019-08-12,Simplesmente Complicado,(somente para as afiliadas da Globo),
2019-08-13,E Se Fosse Verdade,,
2019-08-14,Caminhos do Coração: 5 Dias para o Destino,(inédito em TV aberta),
2019-08-15,Soul Surfer: Coragem de Viver,(somente para Globo Minas e TV TEM Sorocaba),
2019-08-16,Resgate Abaixo de Zero,,
2019-08-19,As Férias da Minha Vida,,
2019-08-20,Em Meus Sonhos,,
2019-08-21,Como Perder um Homem em 10 Dias,,
2019-08-22,Tudo e Todas as Coisas,(inédito em TV aberta),
2019-08-23,"Meu Nome é Taylor, Drillbit Taylor",,
2019-08-26,Esposa de Mentirinha,,
2019-08-27,Uma Irmã na Minha Vida,(somente para as afiliadas da Globo),
2019-08-28,Paris a Qualquer Preço,(inédito em TV aberta),
2019-08-29,"Loucas Por Amor, Viciadas em Dinheiro",,
2019-09-02,Espanglês,,
2019-09-03,A Fórmula: O Filme,"(inédito em TV aberta / série de mesmo nome, reeditada em formato de telefilme)",
2019-09-04,Lutando Pela Vida,(reclassificado para 12 anos),
2019-09-05,"Dois é Bom, Três é Demais",(inédito na Globo; ex-RecordTV),
2019-09-06,Armações do Amor,,
2019-09-09,O Impossível,,
2019-09-10,Pulando a Vassoura,,
2019-09-11,A Grande Vitória,(somente para as afiliadas da Globo),
2019-09-12,Um Presente para Helen,,
2019-09-13,Homem-Aranha,,2002
2019-09-16,Um Momento Pode Mudar Tudo,,
2019-09-17,Querido Companheiro,,
2019-09-18,Amor ao Primeiro Filho,(somente para as afiliadas da Globo),
2019-09-19,Cavalo de Guerra,(reclassificado para 10 anos),
2019-09-20,Qualquer Gato Vira-Lata 2,,
2019-09-23,A 100 Passos de um Sonho,(inédito em TV aberta),
2019-09-24,Um Senhor Estagiário,,
2019-09-25,Táxi,,2004
2019-09-26,Querido John,(reclassificado para 10 anos),
2019-09-27,Os Homens São de Marte...E é Pra Lá Que Eu Vou,(término da exibição após o Jornal Hoje),
2019-09-30,Tô Ryca,"(em novo horário, após o Se Joga)",
2019-10-01,A Sogra,,
2019-10-02,Intocáveis,,
2019-10-03,Meninas Malvadas,,
2019-10-04,Bater ou Correr,,
2019-10-07,Malévola,,
2019-10-08,Pai em Dose Dupla,(inédito em TV aberta),
2019-10-09,Agente 86,,
2019-10-10,O Que Esperar Quando Você Está Esperando,,
2019-10-11,Irmã Dulce,,
2019-10-14,Cartas para Julieta,,
2019-10-15,Kung Fu Panda 2,(exceto para o CE - CE1 Especial: Desabamento em Fortaleza),
2019-10-16,Quatro Vidas de um Cachorro,(inédito em TV aberta),
2019-10-17,O Melhor Amigo da Noiva,,
2019-10-18,Segurança de Shopping 2,,
2019-10-21,Que Horas Ela Volta?,,
2019-10-22,Escrito nas Estrelas,,2001
2019-10-23,Casamento Grego 2,,
2019-10-24,Força de Viver,(somente para as afiliadas da Globo),
2019-10-25,O Aprendiz de Feiticeiro,,
2019-10-28,Um Homem de Família,,2017
2019-10-29,Mamãe: Operação Balada,,
2019-10-30,O Grande Milagre,(somente para as afiliadas da Globo),
2019-10-31,Um Tio Quase Perfeito,,
2019-11-01,Hitch: Conselheiro Amoroso,,
2019-11-04,Encontro de Amor,,
2019-11-05,Philomena,(somente para as afiliadas da Globo),
2019-11-06,Compramos um Zoológico,,
2019-11-07,O Que de Verdade Importa,(inédito em TV aberta),
2019-11-08,Incontrolável,,
2019-11-11,Flores de Aço,,2012
2019-11-12,Um Amor de Vizinha,(somente para as afiliadas da Globo),
2019-11-13,Click,,
2019-11-14,Resgate de uma Vida,(somente para as afiliadas da Globo),
2019-11-15,"Alexandre e o Dia Terrível, Horrível, Espantoso e Horroroso",,
2019-11-18,Uma Prova de Amor,(somente para as afiliadas da Globo),
2019-11-19,Juntos Pelo Acaso,(inédito na Globo; ex-SBT),
2019-11-20,Vitórias de uma Vida,,
2019-11-21,Surpresa em Dobro,,
2019-11-22,Vovó...Zona,,
2019-11-25,Jogo de Amor em Las Vegas,,
2019-11-26,O Sentido do Amor,(somente para as afiliadas da Globo),
2019-11-27,A Culpa é das Estrelas,,
2019-11-28,Quando em Roma,,
2019-11-29,Sexta-Feira Muito Louca,,
2019-12-02,Um Bom Partido,,
2019-12-03,"Meu Pai, Meu Herói",,
2019-12-04,O Maior Amor do Mundo,,
2019-12-05,À Prova de Fogo,(somente para as afiliadas da Globo),
2019-12-06,Roubo nas Alturas,,
2019-12-09,Até Que a Sorte Nos Separe 2,,
2019-12-10,Um Presente Especial,,
2019-12-11,O Amor Não Tira Férias,(somente para as afiliadas da Globo / última exibição da Sessão da Tarde alternativa),
2019-12-12,Você de Novo,,
2019-12-13,Lara Croft: Tomb Raider,(reclassificado para 10 anos),
2019-12-16,17 Outra Vez,,
2019-12-18,Operação Babá,(reclassificado para 12 anos),
2019-12-19,O Diário da Princesa 2,,
2019-12-20,O Reino Proibido,(reclassificado para 12 anos),
2019-12-23,Operação Presente,,
2019-12-24,Alice no País das Maravilhas,,2010
2019-12-25,Frozen: Uma Aventura Congelante,,
2019-12-26,Treinando o Papai,,
2019-12-27,Eu Sou o Número Quatro,(reclassificado para 12 anos),
2019-12-30,Encantada,,
2019-12-31,Operação Zodíaco,,
2018-01-01,Shrek Para Sempre,,
2018-01-02,Descendentes,(inédito em TV aberta),
2018-01-03,Turbo,,
2018-01-04,X-Men 2,,
2018-01-05,As Crônicas de Nárnia: Principe Caspian,,
2018-01-08,Hotel Transilvânia,,
2018-01-09,Peter Pan,,2003
2018-01-10,Eragon,,
2018-01-11,O Vale dos Cavaleiros,,
2018-01-12,Epa! Cadê o Noé?,,
2018-01-15,Transformers: O Lado Oculto da Lua,,
2018-01-16,As Férias do Pequeno Nicolau,,
2018-01-17,A Gangue Zip Zap,,
2018-01-18,Rio,,
2018-01-19,Aventura dos Sete Mares,,
2018-01-22,Um Bom Partido,,
2018-01-23,"Loucas Por Amor, Viciadas em Dinheiro",,
